ano,numero,disciplina,enunciado,alternativa_a,alternativa_b,alternativa_c,alternativa_d,gabarito,categoria_disciplina
2020,35,CONHECIMENTOS PROFISSIONAIS,"De acordo com o previsto na Instrução Técnica Operacional nº 06 - Vistoria, Poda e Corte de Árvores, analise as afirmativas abaixo e em seguida marque a resposta CORRETA:
I - Fica autorizada a realização dos trabalhos de corte de árvore utilizando apenas a camiseta vermelha, sem gandola, a critério do chefe da guarnição, em situações nas quais o uso da gandola possa atrapalhar os trabalhos.
II - A guarnição de bombeiros atuará no sentido de eliminar o risco iminente, através da supressão parcial (poda) e somente executará a supressão total se estritamente necessário.
III - Caso a guarnição de vistoria identifique uma situação de risco iminente, mas não disponha de condições seguras ou recursos suficientes para a eliminação do risco, deverá adotar medidas mitigadoras, como o isolamento do local, ancoragens, orientação do solicitante, dentre outras que serão avaliadas pelo chefe da guarnição.
IV - Nos casos em que o corte/poda da árvore não se enquadrar nas situações de competência do Corpo de Bombeiros, e constatando-se o comprometimento do espécime, o militar deverá orientar o solicitante a providenciar a solução do problema por empresa/profissional especializado, sem fazer indicações.","A - Apenas as alternativas I, II e IV estão corretas.","B - Apenas as alternativas I, III e IV estão corretas.","C - Apenas as alternativas II, III e IV estão corretas.",D - Todas as alternativas estão corretas.,D,Conhecimentos Profissionais
2020,36,CONHECIMENTOS PROFISSIONAIS,"A Instrução Técnica Operacional nº 01 define alguns princípios operacionais. Dentre os princípios descritos abaixo, estão em conformidade com a ITO nº 01, EXCETO:","A - Princípio da Efetividade: O que se impõe a todo Bombeiro Militar de realizar suas atribuições com presteza, perfeição e rendimento funcional. Tal princípio já não se contenta no desempenho apenas pautado na legalidade, mas exigindo resultados positivos para o serviço público e efetividade satisfatória na preservação da vida, do patrimônio e do meio ambiente.",B - Princípio da Segurança: Consiste na avaliação contínua e sistemática dos riscos envolvidos em determinada atividade operacional com intuito de estabelecer ações que mantenham os riscos dentro de níveis aceitáveis.,"C - Princípio da Organização: O gerenciamento e a execução da atividade operacional deverão ser feitos através de metas, com objetivos claros, observáveis, mensuráveis e exequíveis, descritos em um plano de ação verbal ou escrito.","D - Princípio da Agilidade e uso racional dos meios: Todas as ações devem ser executadas dentro de um tempo resposta satisfatório para a minimização de danos e a preservação da vida, do patrimônio e do meio ambiente. Os meios utilizados devem estar adequados à dimensão da emergência, evitando tanto a sobrecarga das equipes devido ao subdimensionamento, como o desperdício de recursos, devido ao superdimensionamento.",B,Conhecimentos Profissionais
2020,37,CONHECIMENTOS PROFISSIONAIS,"Seguindo as doutrinas do Manual de Salvamento em Altura (Volume II e Sistema de Redução de Força), quando montamos um sistema combinado, onde foi utilizado um sistema 2:1 (convencional) com uma determinada corda, conectado com um sistema 3:1 (convencional) montado com uma outra corda, teremos uma vantagem mecânica. Marque a alternativa CORRETA que apresenta a vantagem mecânica obtida com o sistema descrito:",A - Seis por um.,B - Cinco por um.,C - Quatro por um.,D - Três por um.,A,Conhecimentos Profissionais
2020,38,CONHECIMENTOS PROFISSIONAIS,"Assinale a alternativa CORRETA, considerando o contido na Instrução Técnica nº 08:","A - As portas das rotas de saída e aquelas das salas com capacidade acima de 20 pessoas, em comunicação com os acessos e descargas devem abrir no sentido do trânsito de saída.","B - As rampas não podem suceder um lanço de escada, no sentido descendente de saída, mas podem precedê-lo.",C - As escadas à prova de fumaça pressurizadas ou escadas pressurizadas podem sempre substituir as escadas enclausuradas protegidas (EP) e as escadas enclausuradas à prova de fumaça (PF).,"D - Em edificações dotadas de áreas de refúgio, as larguras das saídas de emergência podem ser reduzidas em até 30%.",C,Conhecimentos Profissionais
2020,39,CONHECIMENTOS PROFISSIONAIS,"De acordo com a Instrução Técnica Operacional nº 01, existem as zonas de trabalho, que são áreas delimitadas para garantir a segurança, controlar os níveis de risco, promover a coordenação e controlar recursos operacionais. Todas as afirmativas abaixo estão relacionadas com as zonas de trabalho, EXCETO:","A - Zona quente: É a área onde está localizado o sinistro, onde existe o maior risco e na qual as equipes atuam. Não é permitida a presença de terceiros que não estão envolvidos no atendimento à ocorrência na zona quente. Acesso restrito aos profissionais que atuam no sinistro.","B - Zona morna: É a área imediatamente próxima à zona quente onde as equipes que entram e saem da zona quente são conferidas, descontaminadas e as vítimas são triadas para atendimento e transporte. O acesso e a circulação ainda são restritos aos profissionais que atuam no sinistro, mas as condições de risco não são tão altas. A entrada, saída e controle na zona quente deverão ser realizados por corredores de acesso dispostos entre a zona morna e a zona quente.","C - Zona fria: É a área na qual será posicionado o posto de comando da operação, a área de estacionamento das viaturas e as demais estruturas e instalações de suporte. É considerada uma zona segura e de livre acesso, considerando a restrição de acesso às instalações e estruturas da operação por parte de terceiros.","D - Zona de exclusão: É a área onde há a livre circulação de terceiros que não estão envolvidos na ocorrência, bem como equipes de reportagem, voluntários, dentre outros. Esta zona de trabalho deve estar localizada após a zona fria e deve ser delimitada por sinalização de cones e fitas zebradas, com controle de perímetro por autoridade competente.",D,Conhecimentos Profissionais
2020,40,CONHECIMENTOS PROFISSIONAIS,"Conforme a Instrução Técnica Operacional nº 12 - Operações Submersas, sobre o efeito biofísico dos tipos de acidentes de mergulho, é CORRETO afirmar que o único que se aplica é:",A - Intoxicação pelo oxigênio.,B - Apagamento.,C - Doença descompressiva.,D - Narcose pelo nitrogênio.,C,Conhecimentos Profissionais
2021,1,LEGISLAÇÃO BÁSICA,"Com relação a movimentação de pessoal no âmbito do CBMMG, avalie as afirmativas a seguir:

I - Movimentação: é a denominação genérica do ato administrativo que classifica, transfere, nomeia ou designa o militar.
II - Transferência: movimentação do oficial ou praça de uma para outra Unidade.
III - Designação: movimentação de oficial ou praça, dentro de uma mesma Unidade.
IV - Permuta: transferência, por interesse próprio, entre militares do mesmo círculo, simultaneamente.

Das afirmativas apresentadas, assinale a opção CORRETA:",A - A afirmativa I é falsa.,B - A afirmativa III é falsa.,C - Apenas três afirmativas são verdadeiras.,D - Todas as afirmativas são verdadeiras.,D,Legislação Básica
2021,2,LEGISLAÇÃO BÁSICA,"Com relação ao Treinamento Profissional Básico (TPB) no CBMMG, avalie as afirmativas a seguir:

I - A Avaliação Técnico-Profissional (ATP) será aplicada aos oficiais, até o nível de Capitão, e a todas as praças da Corporação, inclusive aos oficiais e praças da reserva designados para o serviço ativo.
II - A Avaliação Técnico-Profissional (ATP) anual será válida até o último dia do ano posterior ao da sua aplicação.
III - A instrução de tiro no CBMMG será aplicada a cada 2 (dois) anos a todos os militares da Instituição, exceto para os militares da reserva designados para o serviço ativo.
IV - É exigida aptidão na Avaliação Técnico-Profissional (ATP) para participação nos cursos de natureza operacional, formação, aperfeiçoamento, especialização e exame de aptidão profissional.

Das afirmativas apresentadas, assinale a opção CORRETA:",A - A afirmativa I é falsa.,B - A afirmativa III é falsa.,C - Apenas duas afirmativas são verdadeiras.,D - Todas as afirmativas são verdadeiras.,B,Legislação Básica
2021,3,LEGISLAÇÃO BÁSICA,"Considerando a Resolução nº 800/2018 que define procedimentos, estabelece vagas, dispõe sobre a execução, o acompanhamento e o controle de penas impostas a presos, para cumprimento no âmbito do CBMMG, analise as afirmativas a seguir e responda os itens com (V) para verdadeiro e (F) para falso e assinale a alternativa CORRETA:

( ) As Unidades da Corporação, até o nível mínimo de Cia Ind BM, manterão equipe interdisciplinar, presidida pelo Comandante, composta pelo Chefe da Seção de Recursos Humanos ou equivalente, por psicólogo e assessor jurídico da região, para assistência e orientação aos militares presos custodiados.
( ) O local para o cumprimento de pena será na Unidade Militar Prisional até o nível mínimo de Cia Ind BM e, em regra, em unidade distinta a que o preso esteja lotado, ou Unidade próxima ao domicílio de sua família, observadas as orientações emanadas pela autoridade judiciária competente e a disponibilidade das vagas definidas pela Corregedoria do CBMMG.
( ) A alimentação do preso, em regra, será fornecida por terceiros, mediante contrato, de acordo com o recurso orçamentário da atividade específica.
( ) Os presos terão direito a receber visitas do cônjuge, companheiro, parentes e amigos, desde que prévia e devidamente cadastrados, no horário de 14:00h às 17:00h, preferencialmente aos domingos.","A - V, V, V, V.","B - V, F, V, V.","C - F, V, F, V.","D - F, V, V, F.",A,Legislação Básica
2021,4,LEGISLAÇÃO BÁSICA,"Com relação à Lei Complementar nº 54/1999, que dispõe sobre a organização básica do Corpo de Bombeiros Militar de Minas Gerais, compete ao CBMMG, EXCETO:","A - Coordenar e executar as ações de defesa civil, proteção e socorrimento públicos, prevenção e combate a incêndio, perícias de incêndio e explosão em locais de sinistro, busca e salvamento.","B - Exercer a polícia judiciária militar, relativamente aos crimes militares praticados por seus integrantes ou contra a instituição Corpo de Bombeiros Militar, nos termos da legislação federal específica.",C - Restringir a criação de Bombeiros não militares.,"D - Atender a convocação, à mobilização do Governo Federal inclusive, em caso de guerra externa ou para prevenir grave perturbação da ordem ou ameaça de sua irrupção.",C,Legislação Básica
2021,5,LEGISLAÇÃO BÁSICA,"A Lei nº 5.301/1969 contém o Estatuto dos Militares do Estado de Minas Gerais. Sobre a referida legislação, analise as afirmativas a seguir:

I - O direito do militar aos vencimentos da ativa cessa na data da transferência para a inatividade, do falecimento, da perda do posto, da demissão, da exclusão ou da deserção.
II - Hierarquia militar é a ordem e a subordinação dos diversos postos e graduações que constituem carreira militar, sendo ""posto"" o grau hierárquico dos oficiais, conferido por ato do Comandante geral e ""graduação"" o grau hierárquico das praças, conferido pelo Chefe do Estado Maior.
III - Quantitativo para funeral é o abono concedido para as despesas com o sepultamento do militar da ativa, da reserva ou reformado e será igual a 1 (um) mês de vencimentos integrais e intangíveis, correspondente ao posto ou graduação do morto.
IV - Aos militares dispensados definitivamente, pela Junta Central de Saúde, de atividade incluída no conjunto de serviços de natureza bombeiro-militar e que mantenham capacidade laborativa residual serão asseguradas condições especiais para treinamentos ou cursos, para fins de promoção dentro do respectivo quadro, inclusive nos cursos de provimento inicial.

Das afirmativas apresentadas, assinale a opção CORRETA:",A - Apenas uma alternativa é falsa.,B - Apenas uma alternativa é verdadeira.,C - Apenas duas alternativas são verdadeiras.,D - Todas as afirmativas são verdadeiras.,ANULADA,Legislação Básica
